,Host,TikTok,,Level,Month,Discord,Agent,Ranks,Bonus,New,Tix,Days,Day Pace,Active,Days Left,Hours,Hrs Goal,Hours Left,💎,Status,💎 Last 30,Growth %,Grad Left,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,LH,LH Camps
472,7538899445430403085,unruly_roxi,GO,-1,6,,,0,0,0,0,0,0%,Y,1.00,0,15,15,1,✧,1,N,NR,0,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
472,7359139450280116230,ladybug_usa1,GO,-1,23,,,0,0,0,0,0,0%,Y,1.00,0,15,15,1,✧,1,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
459,7597569248646643725,prazahbostic8,GO,-1,1,,,0,0,2,0,1,5%,Y,0.35,1,15,14,1,✦,1,#DIV/0!,76,,,,,0,0,0,0,1x,0,FALSE,FALSE
471,7435985741508870145,geeky_feyn,GO,-1,1514,@geeky_feyn,,0,0,1,0,3,14%,Y,1.00,7,15,8,1,✧,1,-99%,NR,133,46,-1,-1,0,0,0,0,-,0,FALSE,FALSE
459,7597163507775324215,samanthaleighce,GO,-1,1,,,0,0,12,0,0,0%,Y,0.42,1,15,14,1,✦,1,#DIV/0!,74,,,,,0,0,0,0,1x,0,FALSE,FALSE
525,7559934933175877645,moneysignpeso,GO,-1,4,@moneysignpeso,SHAVONNE,0,0,0,0,6,27%,Y,1.00,17,20,3,0,✧,0,-100%,NR,23,29,2,0,6,0,0,0,-,0,FALSE,FALSE
474,7481085896800976913,realwillgaming,GO,-1,11,@realwill2.0,BRYTON,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"8,569","27,484",0,2,1,"91,000",0,0,-,0,FALSE,FALSE
782,7359136608869711878,ambernicolesings,GO,-1,2,@ambernicolemusicc,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"24,144",,-1,,1,0,0,0,-,0,FALSE,FALSE
643,7567839803308359694,ironranger023,GO,-1,3,@ironranger023,ASHLEY,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"20,795",555,-1,-1,1,0,0,0,-,0,FALSE,FALSE
782,7558262888209661966,billiejean_406,GO,-1,4,@billiejean01451,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,477,"6,410",-1,2,0,0,0,0,-,0,FALSE,FALSE
591,7572471684901519373,thisjusdank,GO,-1,3,@audank09,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,8,"5,522","10,300",-1,1,0,0,0,0,1x,0,FALSE,FALSE
666,7574219571838763063,flyonpluto,GO,-1,3,@herrawass,,0,0,3,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,13,976,"1,629",-1,1,0,0,0,0,1x,0,FALSE,FALSE
611,7564200409796165687,britxfish,GO,-1,4,@bfishy.13,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-14,528,"7,014",-1,1,0,0,0,0,-,0,FALSE,FALSE
782,7377956668812050449,royal_maiden,GO,-1,6,@maiden243,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,201,-1,1,0,0,0,0,-,0,FALSE,FALSE
482,7464045881944326160,lexiliynn,GO,-1,13,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,49,-1,1,0,0,0,0,-,0,FALSE,FALSE
726,7559678405223071758,naomisalinas0604,GO,-1,4,@rome3062,,0,0,0,2K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-27,"15,974","46,244",-1,0,0,"1,000",0,0,-,0,FALSE,FALSE
484,7416508596743176193,kingchrxstine,GO,-1,17,@c.e.temps,,0,0,0,7K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,"53,069",-1,-1,0,"90,000",0,"13,000",-,0,FALSE,FALSE
782,7546213073846124557,xellienicolex,GO,-1,5,@paperleo,SVEN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"10,312","14,564",-1,-1,0,0,0,0,-,0,FALSE,FALSE
486,7423969750620848129,lawsonbrady,GO,-1,16,@lawdawgg46,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"5,358",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7359139303286603782,queenactivation,GO,-1,23,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"2,507",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
488,7472502126602862608,prettyinink1,GO,-1,12,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,749,295,-1,-1,0,"16,250",0,"16,250",-,0,FALSE,FALSE
489,7391918697927032848,owlympian4,GO,-1,19,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,500,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
490,7497079059470549009,audracovey24,GO,-1,9,@itsaudrabitch,PAUL,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,399,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
559,7363458991315501072,tx_clarebear,GO,-1,6,@tx_clarebear,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,283,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
583,7359138324973649925,yaco_gucci,GO,-1,24,@yaco_gucci,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,113,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
493,7430962860202901505,maggieharmonnn,GO,-1,16,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,107,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
744,7540210189027295287,iluv_pitabread,GO,-1,6,@kaytlin_blair_17767,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,99,33,-1,-1,0,"1,000",0,0,-,0,FALSE,FALSE
640,7564200331450695735,leenysfinds,GO,-1,4,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-14,"1,003","1,532",-1,0,0,0,0,0,-,0,FALSE,FALSE
782,7376338046494720016,trinity.blair,GO,-1,3,@trinityblair.,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,1,"3,492","5,652",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
782,7562263750460456974,bluubanddchef,GO,-1,4,@chefbluu,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-20,54,"4,427",-1,0,0,0,0,0,-,0,FALSE,FALSE
782,7568983817575415863,jackmcars12,GO,-1,3,@jackmcars12,DYLAN,0,0,5,1K,1,5%,Y,1.00,1,15,14,0,✦,0,N,-2,0,"3,464",-1,0,0,0,0,0,1x,0,FALSE,FALSE
754,7393147089703747600,wow_mschez,GO,-1,2,@ms_chez,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,37,354,,-1,,0,0,0,0,1x,0,FALSE,FALSE
767,7584171455915769911,skibudz67,GO,-1,2,,SAMG,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,39,330,,-1,,0,0,0,0,1x,0,FALSE,FALSE
609,7567540304304455735,kat24516,GO,-1,3,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-5,298,"8,558",-1,-1,0,0,0,0,-,0,FALSE,FALSE
687,7534965598565089335,chelseaabrahamson85,GO,-1,2,@chelseaabrahamson85,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,41,120,,-1,,0,0,0,0,1x,0,FALSE,FALSE
648,7564169591367417911,wilsonthegood,GO,-1,4,@wilsongood936499,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-15,22,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7568663479326883895,cheifkaito,GO,-1,3,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,-2,14,1,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
782,7573806306994274359,dubocsisters,GO,-1,3,@dubocfamily,DYLAN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,11,7,0,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
730,7574199035477835789,therealkashmonroe,GO,-1,3,@therealkashmonroe,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,12,6,"1,558",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
681,7564457242947305527,regalejb,GO,-1,4,@regale0537,,0,0,0,3K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,-14,2,233,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7568297768498806839,sirenofthewest,GO,-1,3,@sirenofthewest,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,-3,1,332,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
583,7565708171323523085,micah_fort_went_e,GO,-1,4,@hemp4daddy,DYLAN,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,N,-10,0,100,-1,-1,0,0,0,0,-,0,FALSE,FALSE
675,7565684672328679437,monalisastyless,GO,-1,4,,,0,0,1,0,1,5%,N,1.00,1,15,14,0,✧,0,N,-10,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7571164837095587895,oc_tomaz,GO,-1,3,@octomaz,SVEN,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✦,0,N,4,0,"8,386",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
778,7573885715550027831,jorosemurphy,GO,-1,3,@jorosemurphy8192,DYLAN,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✦,0,N,12,0,691,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
782,7566474104325554189,jackson.tash,GO,-1,4,@jackson.tash,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,-8,0,316,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7570204642488008759,official_zaybe,GO,-1,3,@official_zaybe,TRENTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,N,2,0,87,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
782,7561872350627610638,princessdianaduh,GO,-1,4,@thebestforeva,SVEN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,-21,0,6,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7573939617729265677,brycebecomingsuccessful,GO,-1,3,@brycehart.,DYLAN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,N,12,0,1,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
782,7572615698829295671,verbowuv,GO,-1,3,@capitalp27,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✦,0,N,8,0,"6,118",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
782,7581199131105017869,kuluxka,GO,-1,2,@kuluxka.,ASHLEY,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,N,31,0,,-1,,0,0,0,0,1x,0,FALSE,FALSE
782,7408815219029508113,gtrose,GO,-1,2,@gtrose_,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,N,38,0,,-1,,0,0,0,0,1x,0,FALSE,FALSE
532,7359137184366034949,fishingwithollie1,GO,-1,9,@fishingwithollie,,0,0,0,2K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,85,"1,680",-1,-1,0,"1,000",0,"1,000",-,0,FALSE,FALSE
587,7421703951864643601,typicaljulieth,GO,-1,16,@julieth,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,82,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7401316826170277905,mariah_rodrice,GO,-1,18,@mariah_rodrice,,0,0,10,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,235,147,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7539213472236683319,pglassman68,GO,-1,6,@griznation68,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,71,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
524,7363815617020936193,dallrulz,GO,-1,21,@dallrulz,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,56,0,-1,-1,0,0,0,0,-,0,,0
525,7426527818483236880,hotworkmusic,GO,-1,16,@hotworkmusic,,0,0,0,7K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,46,160,-1,-1,0,"10,000",0,0,-,0,FALSE,FALSE
526,7359138466481307654,mtv_nelson,GO,-1,24,@nelson1134_74442,MEL,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,42,471,-1,-1,0,0,0,0,-,0,,0
527,7459183456464044048,girldaddy20,GO,-1,13,@thornton23,BRYTON,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"3,649",98,-1,-1,0,"2,000",0,0,-,0,FALSE,FALSE
782,7556407679573573645,itslorenamedina,GO,-1,4,@lorenamedina1792,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,24,339,-1,-1,0,0,0,0,-,0,FALSE,FALSE
529,7389887665182818321,due.4a.win_,GO,-1,19,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,20,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
530,7467026650593738769,sydneydixonmusic,GO,-1,12,@sydixon,BRYTON,0,0,0,2K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,13,813,-1,-1,0,0,0,"-2,000",-,0,FALSE,FALSE
676,7508653795619160065,wadeclark16,GO,-1,9,@wadeclark16,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,8,0,-1,-1,0,"5,000",0,"5,000",-,0,FALSE,FALSE
782,7482985251933831185,rayyrollee,GO,-1,4,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,44,347,-1,-1,0,0,0,0,-,0,FALSE,FALSE
685,7422817041553358865,ncproudtrucking,GO,-1,16,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,6,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
534,7359138718567137285,quantumhaze,GO,-1,24,@quantumhaze1,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,6,"1,756",-1,-1,0,0,0,0,-,0,FALSE,FALSE
535,7359135855132311557,wegoode1,GO,-1,13,,COLTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,24,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
536,7393099990975004689,savi_trends,GO,-1,19,,,0,0,9,0,3,14%,Y,1.00,6,15,9,0,✧,0,-100%,NR,3,18,-1,0,0,0,0,0,-,0,FALSE,FALSE
537,7359137386623893509,stitchfamily626,GO,-1,11,@sfamily314,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,3,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
679,7363316839583268881,darland.jason,GO,-1,22,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,3,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7543056721388879927,mariamcgill3,GO,-1,6,@mia_babydoll,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,2,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
540,7359138218312204294,prettygirlglaze,GO,-1,24,@prettygirlglaze,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,2,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
541,7359135422100013061,kittydollface,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,2,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
542,7402356102475694081,dr.labrasca,GO,-1,18,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,5,6,-1,-1,0,0,0,0,-,0,FALSE,FALSE
704,7488155778486992897,urfavmanic,GO,-1,10,,,0,0,4,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,1,702,-1,-1,0,0,0,0,-,0,FALSE,FALSE
544,7359139652948754437,carmlllababy,GO,-1,22,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,1,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
545,7430612680660189200,hazel_b_music,GO,-1,16,@hazel_sings,,0,0,0,6K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,1,0,-1,-1,0,"2,500",0,"2,500",-,0,FALSE,FALSE
782,7558262880408354871,_orionsorbit,GO,-1,4,@raveinruins,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"3,557","22,132",-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7423558974768840720,james.1256,GO,-1,4,@jamesk1256,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,100,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7551925540999938103,nightlydaff,GO,-1,5,@nightly55_85400,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,"1,940","16,638",-1,-1,0,0,0,0,-,0,FALSE,FALSE
549,7537126891673927735,baby.lange7777,GO,-1,6,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,3,"3,274",-1,0,0,0,0,0,-,0,FALSE,FALSE
550,7449640519917158417,chuckshadow,GO,-1,14,@chuckshadow,,0,0,0,11K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,"3,329",-1,0,0,"15,000",0,"-4,000",-,0,FALSE,FALSE
782,7558154520338087949,blazequeen420_,GO,-1,4,@lunanovalovee,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,395,-1,0,0,0,0,0,-,0,FALSE,FALSE
782,7551917025526988813,laddanurv,GO,-1,5,@laddanurv.,SVEN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,254,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
553,7386880141139427344,janettlyy,GO,-1,19,,,0,0,2,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,156,5,-1,-1,0,0,0,0,-,0,FALSE,FALSE
554,7369837133156352017,crazytrainfizzness,GO,-1,21,@crazytrainfizzness,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,128,"1,342",-1,-1,0,0,0,0,-,0,FALSE,FALSE
555,7359135262674452485,nantsinthepants,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,23,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
618,7421845838604828688,nlmbmeeky,GO,-1,16,@nlmbmeeky,,0,0,0,900,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,13,0,-1,-1,0,0,0,0,-,0,- / -,0
557,7476626840392646672,digicardzzz,GO,-1,11,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,4,52,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7413973179343011857,ellezworld__,GO,-1,17,@idaffne,,0,0,0,10K,0,0%,Y,1.00,0,15,15,0,✧,0,-100%,NR,4,0,-1,-1,0,"96,250",0,"47,250",-,0,,0
559,7519300322448310289,barrywhit3,GO,-1,8,@barrywht3,,0,0,0,6K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,"1,230",-1,-1,0,"1,000",0,"1,000",-,0,FALSE,FALSE
782,7514927122901647377,rossauceacademy,GO,-1,8,@therossauce,,0,0,0,7K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,"1,004",-1,-1,0,"17,500",0,0,-,0,FALSE,FALSE
782,7555605705676603406,shaunl33t,GO,-1,5,@shaunl33t,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,176,-1,-1,0,0,0,0,-,0,FALSE,FALSE
562,7398345100306366480,sociopeep,GO,-1,18,@laava1373,,0,0,0,2K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,289,-1,-1,0,0,0,0,-,0,FALSE,FALSE
648,7535179859534954551,xoxoseptemberr,GO,-1,6,@xoxoseptemberr,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,271,-1,-1,0,0,0,0,-,0,FALSE,FALSE
564,7368326124058771457,ag_humphries,GO,-1,21,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,151,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7488604412659843089,billyvena,GO,-1,10,@billyvena,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,107,-1,-1,0,"4,000",0,0,-,0,FALSE,FALSE
566,7459202382103248912,matia.stoltz,GO,-1,13,@matia_0g,COLTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,49,-1,-1,0,"8,000",0,0,-,0,FALSE,FALSE
567,7359135905594114054,shyannesmusic,GO,-1,18,@shyannegauvin,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,17,-1,-1,0,0,0,0,-,0,,0
691,7507056126609883153,_alphaash_,GO,-1,9,@_alpha_ash__27505,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,14,-1,-1,0,0,0,0,-,0,FALSE,FALSE
569,7457713114239451153,meilebishop,GO,-1,13,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,14,-1,-1,0,0,0,0,-,0,FALSE,FALSE
570,7446625208414371841,d.russss,GO,-1,14,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,10,-1,-1,0,0,0,0,-,0,FALSE,FALSE
604,7523759456304529409,cjthewolfboi25,GO,-1,7,@cjthewolfboi,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,9,-1,-1,0,0,0,0,-,0,FALSE,FALSE
572,7381314181145935889,amandamleon,GO,-1,20,@amandamleon.,,0,0,0,8K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,9,-1,-1,0,"29,500",0,"-17,500",-,0,,0
573,7401098349325107217,theonlyjoxo,GO,-1,18,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,6,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7505500794389692432,digitallizardmama,GO,-1,9,@digitallizardmama.,,0,0,1,0,1,5%,Y,1.00,2,15,13,0,✧,0,N,NR,0,5,-1,-1,0,0,0,0,-,0,FALSE,FALSE
628,7523037433861013505,just.an.average.mark,GO,-1,7,@argo_2008,,0,0,0,5K,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,5,-1,-1,0,0,0,0,-,0,FALSE,FALSE
576,7453999269905842192,soulspiritandlove,GO,-1,14,@ramallaemre,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,4,-1,-1,0,0,0,0,-,0,FALSE,FALSE
577,7413595587108405265,child_king77777,GO,-1,17,@mollaroi,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,2,-1,-1,0,0,0,0,-,0,FALSE,FALSE
578,7359694020223795217,shellyyoshi,GO,-1,22,@shellyyoshimura,,0,0,3,0,2,9%,Y,1.00,5,15,10,0,✧,0,N,NR,0,2,-1,-1,0,0,0,0,-,0,FALSE,FALSE
579,7359139697056317446,lady.lemonade1,GO,-1,22,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
580,7484066201136594945,awfullyjaded,GO,-1,11,@awfullyaidan,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✧,0,N,NR,0,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
778,7359135033598377990,frenchiarmelle,GO,-1,36,@frenchiarmelle,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"18,500",0,-1,-1,0,"1,500",0,"1,500",-,0,FALSE,FALSE
582,7359139157937127429,mrwhite820,GO,-1,23,,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"4,827",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
583,7359139437110067205,chadly886,GO,-1,23,@chadly886,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"1,239",732,-1,-1,0,"10,500",0,"10,500",-,0,FALSE,FALSE
584,7359139753872097285,raatheone,GO,-1,21,@raatheone,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,437,"1,971",-1,-1,0,0,0,0,-,0,FALSE,FALSE
585,7359135337295118341,rykerit,GO,-1,33,@miscellroseous_11825,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,382,"6,364",-1,-1,0,0,0,0,-,0,FALSE,FALSE
586,7359135914154786821,lilnikk1,GO,-1,30,@bgcnicole,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,320,0,-1,-1,0,"3,500",0,"3,500",-,0,FALSE,FALSE
782,7359134779242971142,asmr_anah,GO,-1,40,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,315,22,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7369789931272683537,missmeowbaby,GO,-1,21,,SIERRA,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,106,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7359135087579004933,hotter_wallen_,GO,-1,35,@cbrueshoff,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,66,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7359134594286813190,koryskitchen_2,GO,-1,44,@koryskitchen2,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,11,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
591,7359137927504396293,coyotefunn,GO,-1,1514,@coyotefunn,,0,0,0,57K,0,0%,Y,1.00,0,15,15,0,#N/A,0,-100%,NR,3,0,-1,-1,0,"193,900",0,"67,900",#N/A,#N/A,FALSE,FALSE
592,7359139726131003398,real.estate.agent,GO,-1,22,@dianasellsnc,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,3,"3,765",-1,-1,0,"6,750",0,"6,750",-,0,FALSE,FALSE
593,7359135448591040518,firefly_kat26,GO,-1,32,@firefly_kat26,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,1,"5,148",-1,-1,0,"1,000",0,"1,000",-,0,20d / 60h,0
739,7359137040853860358,kyland.young,GO,-1,27,@khaotic713,,0,0,0,33K,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,"9,660",-1,-1,0,"234,300",0,"20,500",-,0,,0
724,7359135160362958854,justbrendaaaa,GO,-1,34,@justbrendaaaa,,0,0,0,4K,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,"4,937",-1,-1,0,"4,000",0,0,-,0,FALSE,FALSE
596,7433257890686959633,wizardfroglive,GO,-1,15,@wizardfrog,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,"1,712",-1,-1,0,0,0,0,-,0,FALSE,FALSE
782,7359134735479603205,staceygurns,GO,-1,41,@staceygurns,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,893,-1,-1,0,"34,700",0,"34,700",-,0,FALSE,FALSE
